,Load,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
13,282.85286189638884,284.1491,284.31094,285.20026,288.414,303.75766,313.35986,317.78638,318.8594,318.81287,318.25467,316.87878,315.9193,314.36172,315.4382,316.2081,311.36002,312.4001,313.7042,307.4042,304.3474,292.6439,286.72427,287.17197,286.82538
14,116.774411677351,117.31725,117.38838,117.72652,119.02371,125.43861,129.36905,131.18666,131.58147,131.6203,131.38988,130.82182,130.42567,129.7827,130.22711,130.54497,128.5434,128.97226,129.51122,126.91029,125.64833,120.81655,118.37273,118.55753,118.41446
15,155.69923466950002,156.4128,156.50182,156.9687,158.76044,167.24133,172.49216,174.91554,175.44199,175.49377,175.18932,174.42911,173.90102,173.0436,173.63614,174.05998,171.3913,171.96309,172.68167,169.21378,167.53113,161.08879,157.83035,158.07675,157.886
16,218.18824479054328,215.70988,214.85606,215.28244,220.62518,239.47983,263.60718,271.95197,276.3675,276.28027,272.12122,273.9777,274.87198,271.78033,272.44073,279.22888,290.9324,303.72324,321.56497,309.71826,298.6413,278.28735,252.84381,231.38367,221.79732
17,314.5389181928711,316.0011,316.16034,317.12646,320.59747,337.85593,348.5381,353.3591,354.42252,354.52734,353.91235,352.37653,351.3097,349.57745,350.77454,351.61978,346.23953,347.3962,348.84616,341.84058,338.44138,325.4267,318.84406,319.34186,318.9565
18,730.9149125053132,695.4599,685.3401,680.3397,730.0158,855.1434,1161.39,1439.0109,1492.2051,1518.4554,1516.1227,1477.1879,1494.4604,1475.0713,1422.4359,1330.8094,1217.5784,1218.9926,1370.6768,1322.6125,1212.9529,1042.0481,895.6815,771.7498,741.9913
20,250.32508187958527,251.48878,251.60295,252.40257,255.29752,268.88184,277.32385,281.2201,282.06638,282.09448,281.6557,280.438,279.58893,278.20322,279.16318,279.8359,275.55392,276.47333,277.62857,272.053,269.34772,258.99023,253.75128,254.1475,253.84085
23,949.2249954880062,891.9481,877.10376,880.0319,942.1999,1122.7717,1537.313,1912.792,1977.8783,2023.118,2008.9081,1955.4792,1984.5039,1951.1976,1886.933,1743.2981,1599.7274,1611.3672,1805.2489,1752.0618,1598.79,1377.18,1171.2461,1001.18524,960.62164
24,124.66226253256832,125.233536,125.29864,125.70519,127.11327,133.90353,138.12022,140.05855,140.46947,140.51097,140.26495,139.65855,139.23564,138.54927,139.02791,139.36409,137.22626,137.66498,138.25941,135.48279,134.1356,128.97745,126.368546,126.56585,126.41312
25,182.089315087,180.47116,179.77641,180.04181,183.4343,198.8942,217.85075,223.91646,226.75798,226.86484,224.14124,225.11198,225.23586,222.99657,224.02835,228.81122,236.66324,247.40279,258.81577,250.45027,242.32463,224.9452,206.98013,193.0129,184.9769
26,154.3177467155596,145.76718,142.82,142.95975,152.38968,186.37292,254.16621,315.02924,329.71738,330.4017,328.31815,322.70203,328.25604,325.48474,315.191,289.11438,256.81757,257.61597,288.5287,276.36438,254.92859,217.00586,186.71872,162.4124,153.90608
27,714.788126947293,687.4184,687.3005,691.8678,723.2967,824.2619,1002.80396,1176.749,1207.849,1224.5779,1212.579,1183.6305,1199.6818,1200.967,1174.1349,1114.3973,1041.2438,1040.4337,1129.1378,1094.8134,1019.62274,909.6578,828.3402,743.70886,714.8188
29,194.624057661649,195.51596,195.62737,196.23926,198.3729,209.05164,215.6463,218.66093,219.30244,219.36725,218.98318,217.98898,217.37622,216.30449,217.0452,217.57668,214.23915,214.92395,215.85207,211.5172,209.41396,201.36098,197.2879,197.59592,197.35748
30,1241.719143463013,1188.2964,1154.5194,1166.494,1250.4607,1463.6791,2095.9612,2606.3245,2725.6592,2737.5818,2815.8232,2661.939,2707.5657,2709.5837,2605.478,2349.5857,2016.7108,2003.5319,2227.7415,2153.1719,1957.7958,1679.5509,1458.7394,1280.0975,1210.7589
31,323.1585931022711,324.66086,324.8244,325.8405,329.22406,347.11456,358.0128,363.04263,364.13516,364.2428,363.605,362.03302,360.93695,359.15735,360.38718,361.2697,355.72794,356.9148,358.40613,351.20847,347.71606,334.3448,327.58176,328.0932,327.6972
32,141.42643094819442,142.07455,142.15547,142.60013,144.207,151.87883,156.67993,158.89319,159.4297,159.40643,159.12733,158.43939,157.95966,157.18086,157.7191,158.10405,155.68001,156.20004,156.8521,153.7021,152.1737,146.32195,143.36214,143.58598,143.41269
33,1181.958080555558,1127.501,1092.3815,1091.224,1175.6447,1411.1361,2067.1482,2601.222,2699.1375,2695.0825,2749.6655,2632.1492,2688.4478,2684.9475,2529.0955,2307.0686,1986.7806,1925.946,2183.9573,2115.3054,1918.8779,1633.4264,1425.6648,1220.6249,1150.3121
34,185.968613515351,179.30586,178.23204,178.11476,182.66821,209.0508,246.46248,261.89404,266.31198,266.27472,262.55167,263.7739,264.7633,260.7176,262.24524,272.08185,301.92944,327.44498,356.6557,349.92648,322.57983,291.74747,250.62372,209.54927,186.84087
35,270.3886862757938,247.49866,241.47864,240.69914,266.8351,331.92584,496.1199,629.4934,654.0884,667.0744,655.9155,644.24884,656.2936,649.31824,628.914,568.7639,511.1673,518.8025,614.8752,591.36615,525.6698,439.14404,359.66287,289.81473,269.09625
3,183.66633000047875,184.03415,184.50403,186.55547,196.73622,203.45808,205.63406,206.26964,206.27322,206.00572,205.31096,204.5748,203.23355,204.43118,204.46713,201.84665,202.20285,203.09695,198.98943,196.8463,189.55075,185.63177,185.96452,185.60153,186.12463
4,194.71411178059563,186.60059,186.64754,198.11372,234.37238,320.12164,391.96976,405.9332,414.5311,413.8952,404.73523,408.8738,403.9809,390.346,364.3613,333.47266,334.4498,376.97443,363.94592,333.93478,288.0429,247.44547,212.14764,201.243,189.38696
5,153.03668432872303,153.34322,153.73468,155.44398,163.80305,169.52782,171.34088,171.87314,171.87344,171.65053,171.07172,170.45827,169.34067,170.33862,170.3686,168.18509,168.48189,169.22693,165.80446,164.0187,157.93974,154.67438,154.9516,154.64915,155.09103
6,64.17519028178168,64.30372,64.46791,65.24428,68.741974,71.09066,71.85272,72.07303,72.07429,71.98083,71.73806,71.42654,71.0122,71.430664,71.443245,70.52762,70.652054,70.95521,69.52928,68.78043,66.23128,64.86193,64.97819,64.85075,65.03668
7,248.7978771346929,240.05756,237.76994,256.8117,300.03278,398.4823,488.35226,504.00366,512.52875,511.89908,502.85236,510.32162,507.15884,484.06992,454.2067,411.05057,408.63647,455.66943,434.82135,401.05347,349.02292,305.8555,268.57727,255.41736,240.46236
9,94.4630167480317,94.6522,94.89385,96.03664,101.1851,104.64229,105.79086,106.08995,106.090126,105.95256,105.5953,105.21661,104.52679,105.14274,105.16129,103.8135,103.9967,104.44989,102.34401,101.24174,97.48951,95.47389,95.64502,95.45833,95.731094
10,106.43099228556484,99.94083,100.04894,109.87005,140.28496,203.21442,259.27753,269.9195,275.6299,275.37656,267.86362,274.16388,268.63342,261.1087,235.5681,212.70197,221.616,254.86241,247.26346,218.0217,182.78902,151.24245,119.94249,111.53723,100.31738
11,377.315984372482,364.1444,357.02426,382.74542,451.78043,627.66907,793.7302,830.7908,837.9602,838.94836,819.3537,829.18866,827.34424,794.69946,734.45416,659.1086,655.338,730.90454,699.9649,649.7639,549.6583,473.38367,409.91476,385.83963,362.74252
12,179.3230754062604,173.75114,171.38936,183.00731,217.58987,281.41617,342.45105,357.64838,358.6756,358.86298,350.91104,355.77475,355.96228,339.03555,314.14044,286.34445,285.68362,313.3911,303.49796,279.08783,241.85097,214.65446,190.04941,183.11472,173.85709
13,283.82941917512426,284.39783,285.12402,288.29697,304.02994,313.57822,317.77725,318.75952,318.87598,318.35162,317.27805,316.14038,314.06766,315.9184,315.97412,311.92438,312.47488,313.8566,307.50922,304.1972,292.923,286.86667,287.38092,286.81992,287.62833
14,117.17757854272762,117.420425,117.723076,119.1296,125.51611,129.81133,131.19278,131.60034,131.60059,131.42986,130.9867,130.517,129.66127,130.4254,130.44836,128.77644,129.00366,129.56583,126.95363,125.58631,120.9318,118.431496,118.6438,118.4122,118.74594
15,156.23679055594434,156.54973,156.94939,158.83951,167.35641,173.07278,174.92372,175.46713,175.46747,175.23987,174.65175,174.02266,172.88174,173.90051,173.93114,171.70198,172.00497,172.75452,169.27153,167.44847,161.24239,157.90869,158.1918,157.88297,158.32796
16,214.85034333922573,214.55127,215.13397,219.70619,240.19205,263.7947,271.51706,276.01822,276.30182,272.07385,274.03094,274.76334,271.7446,272.253,279.09714,291.79605,303.21414,321.9153,309.59186,299.50305,278.0502,252.99069,232.46622,221.59535,218.18837
17,315.62487245173,316.27896,317.0645,320.58978,338.0851,349.63647,353.5753,354.47348,354.47403,354.0144,352.82623,351.55542,349.25055,351.30862,351.37048,346.8563,347.47928,349.01587,341.9572,338.27432,325.73712,319.00247,319.57422,318.95038,319.84933
18,709.0619217800853,682.1004,681.8446,733.3919,861.10376,1173.9854,1439.6631,1491.7078,1523.576,1520.4044,1475.1002,1492.8218,1481.3407,1427.9683,1330.5913,1216.6392,1222.0945,1371.343,1321.923,1216.9606,1042.0734,897.9275,774.956,740.1763,685.0109
20,251.1893361039215,251.70993,252.32907,255.14304,269.0696,278.2573,281.23312,282.1069,282.10745,281.67856,280.79138,279.78458,277.9503,279.53293,279.6374,276.0449,276.54056,277.74567,272.14584,269.21487,259.2371,253.87738,254.33241,253.83598,254.55142
23,919.3847653523428,883.7331,875.7919,942.5505,1118.1951,1557.3365,1903.1873,1974.0776,2012.7261,2015.9603,1959.124,1982.8793,1964.238,1886.702,1746.6492,1604.886,1608.3743,1810.6343,1752.7665,1596.0085,1378.3577,1172.9573,1006.85486,950.7322,887.9624
24,125.09266241978744,125.34316,125.66024,127.26764,133.99564,138.57256,140.05276,140.48743,140.48991,140.30766,139.83458,139.33313,138.4196,139.23535,139.26413,137.49403,137.71759,138.30855,135.52908,134.06935,129.10046,126.43129,126.65794,126.41069,126.76699
25,179.77098757594436,179.59506,179.972,183.33215,199.34491,218.12186,223.8331,226.75063,226.96544,224.10562,225.00337,225.14873,223.34311,224.26677,228.79594,236.8694,247.40813,260.30975,250.42256,242.48898,225.81674,207.35158,192.86952,185.1374,181.98926
26,149.89074284137436,145.04153,141.8783,152.11217,186.40796,249.67284,314.2988,328.1791,330.91925,329.40598,323.57068,329.02765,327.96445,315.4794,289.2726,258.35556,255.9181,289.24292,275.53537,255.4919,217.28694,188.0829,163.01913,153.32881,144.14818
27,702.4577191296188,688.1522,686.875,720.83826,819.8628,1000.10504,1177.0604,1206.8398,1224.605,1220.8174,1190.0508,1201.4287,1200.3982,1171.773,1120.9612,1044.0116,1041.5826,1130.3026,1093.4092,1017.29095,910.40717,829.8381,743.1309,712.6282,694.41376
29,195.29600256916115,195.68712,196.18678,198.36993,209.19348,216.34099,218.66005,219.33049,219.33432,219.04985,218.3112,217.36314,216.10214,217.37564,217.41394,214.65714,215.00623,215.92873,211.58939,209.31056,201.55305,197.3859,197.7397,197.35368,197.90996
30,1212.2343112217486,1164.0037,1147.7562,1252.7427,1479.9148,2091.7454,2599.0054,2729.1567,2751.3645,2796.0623,2659.8335,2721.0974,2704.5962,2584.7217,2344.7732,2033.8328,1994.3367,2217.82,2137.4978,1967.1584,1673.4298,1462.5222,1278.0624,1208.8771,1160.4025
31,324.2743070256308,324.94632,325.75333,329.3783,347.08752,359.21793,363.05963,364.18747,364.18817,363.71582,362.4893,361.18945,358.8214,360.93588,360.99942,356.42203,357.00165,358.5574,351.32828,347.54453,334.66367,327.74445,328.3319,327.69098,328.6145
32,141.91470958756213,142.19891,142.56201,144.14848,152.01497,156.78911,158.88863,159.37976,159.43799,159.17581,158.63902,158.07019,157.03383,157.9592,157.98706,155.96219,156.23744,156.9283,153.75461,152.0986,146.4615,143.43333,143.69046,143.40996,143.81416
33,1151.0344060030702,1102.2805,1087.5264,1177.7474,1424.1304,2081.0945,2556.8594,2700.6348,2723.3352,2765.652,2628.2163,2678.9194,2679.6765,2541.6953,2304.297,1988.6857,1929.3246,2152.5178,2116.9377,1914.6603,1617.2065,1415.8871,1219.3323,1147.7994,1099.0785
34,178.88371785472762,178.04234,178.01266,183.29362,208.77899,245.79031,261.88733,266.65674,266.51855,259.57443,263.52432,264.94263,260.56613,261.80188,272.20792,302.12457,327.40082,356.8359,349.35687,323.04648,292.4537,248.6262,208.09367,187.43474,181.81866
35,257.8862318332938,246.99373,241.17293,263.7935,333.8684,493.4398,630.4357,654.80725,665.91724,668.1094,648.89905,655.6199,648.86316,628.02637,569.463,511.81177,522.69867,616.55566,590.9435,526.7993,436.89673,364.50336,288.93185,269.5417,243.50156
3,183.8838801172193,184.46274,186.15164,196.75821,202.81075,205.67455,206.16365,206.22643,205.95895,205.42276,204.4732,203.3756,204.43613,204.67409,201.69939,202.56856,203.0602,199.04468,196.84277,189.27597,185.5772,185.89272,185.64676,186.21866,186.1679
4,194.7100976971429,189.10849,199.04167,237.5546,320.22467,394.30417,406.24472,415.14142,414.23358,403.46777,408.74295,404.92465,390.66217,364.94168,333.33716,335.7017,376.27753,365.30878,333.75626,288.4965,247.4693,212.7859,200.47047,189.33624,185.66588
5,153.21795407229118,153.70032,155.10751,163.94527,169.00076,171.3746,171.78221,171.8352,171.61157,171.16486,170.37367,169.45908,170.34271,170.54105,168.0624,168.78659,169.19626,165.85042,164.01578,157.71085,154.62889,154.89182,154.68683,155.16338,155.12515
6,64.25120486832897,64.453476,65.0436,68.823425,70.864494,71.86511,72.021355,72.05794,71.96448,71.77713,71.44535,71.0482,71.432396,71.51552,70.476135,70.77986,70.95163,69.53933,68.77922,66.13524,64.84286,64.9531,64.867165,65.0664,65.05099
7,249.01101922449763,243.06459,254.3311,299.1345,399.90317,486.45395,501.86633,512.14246,511.4099,502.38107,509.77222,508.5453,484.31216,453.26852,412.20953,412.26923,453.85983,435.55795,402.91205,349.68582,306.95877,270.00644,255.87567,241.2661,238.41719
9,94.57490682783644,94.87264,95.74126,101.30501,104.30933,105.78222,106.05633,106.066536,105.92851,105.65276,105.16441,104.599846,105.14532,105.26766,103.73774,104.18477,104.43765,102.365715,101.23994,97.34815,95.44584,95.60809,95.48158,95.77574,95.752144
10,106.28962834656484,101.79946,109.56996,137.46448,204.17877,258.5505,270.50064,275.0768,275.28137,266.58197,273.59937,268.67548,261.4583,236.42467,212.90636,221.65051,254.66783,246.93152,217.6586,182.51161,150.97617,120.19113,111.66989,100.693184,98.62192
11,377.6188635861431,367.34262,381.92017,458.87085,628.99976,792.8623,832.00757,838.84015,839.5652,818.69006,828.66516,827.08704,796.9849,733.27515,662.63226,658.6447,732.0634,699.50726,653.00024,550.5962,475.6006,410.40546,386.3787,363.8792,359.49918
12,179.5709381793668,174.58647,180.7349,222.65306,286.17618,340.40936,357.58386,358.5531,359.4338,351.59293,357.26443,355.80292,339.04507,313.07693,287.3542,284.7898,314.4158,303.9813,277.8482,241.96173,215.2336,189.3279,182.51888,173.73187,172.84215
13,284.1656110251807,285.0602,287.67023,304.08722,313.4236,317.58966,318.59576,318.69278,318.16217,317.45078,315.98343,314.28726,315.92606,316.29376,311.69687,313.03998,313.7998,307.59436,304.19183,292.4983,286.78244,287.27002,286.88986,287.77365,287.69522
14,117.31637369310316,117.699165,118.78653,125.664795,129.39153,131.24078,131.53065,131.57129,131.4001,131.05801,130.45226,129.75194,130.42853,130.58029,128.68251,129.23703,129.55064,126.980576,125.584076,120.756485,118.396706,118.597984,118.44106,118.80596,118.773544
15,156.42185077914652,156.9143,158.35092,167.55307,172.5272,174.95819,175.3743,175.42838,175.20013,174.74399,173.92635,173.00258,173.90472,174.10712,171.5767,172.31606,172.73428,169.3074,167.44545,161.0087,157.86226,158.13066,157.92148,158.40796,158.36476
16,214.29107444905907,214.79468,219.44759,240.23721,263.69473,271.4771,276.2455,276.25314,272.0637,273.9261,274.7633,271.8536,272.84784,279.04898,291.64734,303.17856,321.39563,309.06177,299.57288,278.26077,252.67354,232.72496,221.69415,217.94554,217.04642
17,315.99872555723886,317.02982,319.89584,338.12286,348.52396,353.44528,354.31873,354.39523,353.93396,353.0127,351.3608,349.49466,351.3172,351.72598,346.61404,348.0767,348.9526,342.05212,338.26825,325.2649,318.90863,319.45087,319.0282,320.011,319.92374
18,709.150836616933,687.7232,729.0569,858.2702,1164.2937,1431.7289,1493.905,1519.0574,1522.6168,1476.1862,1499.2494,1480.7087,1428.5557,1336.8365,1210.7152,1220.946,1371.8278,1321.6594,1215.1101,1037.3054,890.7614,773.18665,740.0142,686.6425,679.0513
20,251.48686624672573,252.3075,254.6326,269.1175,277.32373,281.28848,281.95752,282.04465,281.67758,280.9605,279.6456,278.14453,279.595,279.94687,275.85208,277.01614,277.71307,272.20367,269.21005,258.8613,253.80273,254.2342,253.89781,254.68004,254.61063
23,919.449486375147,890.74884,950.9038,1125.8535,1533.9376,1899.9594,1973.1177,2015.1216,2018.16,1956.4797,1986.4988,1964.7797,1890.9877,1754.1138,1598.3716,1608.118,1797.0817,1750.1528,1598.2769,1368.2549,1164.0585,1007.1691,959.8223,892.49756,875.0336
24,125.24083287276451,125.63508,126.80741,133.911,138.13573,140.08212,140.39145,140.45801,140.27586,139.91066,139.26398,138.51636,139.23866,139.40076,137.37901,137.98573,138.30153,135.5486,134.06702,128.91331,126.39412,126.609024,126.44151,126.83105,126.79647
25,179.3977548041465,179.6283,183.4328,199.0577,218.26195,223.86023,227.13332,226.8973,224.08014,225.11295,225.20265,223.713,224.23883,229.11949,236.92065,247.24345,260.48816,251.17503,242.51262,226.08221,207.37427,192.99995,185.11566,182.00572,181.93669
26,150.05211425917943,146.4228,151.55424,190.18774,251.16805,313.67416,328.50583,329.82965,330.3786,322.74863,328.6787,326.49045,317.3273,289.54535,259.53577,257.53625,288.5458,276.83194,255.03711,214.80066,188.24037,162.15727,153.51791,144.19,142.74347
27,702.8058385829934,692.83,720.93744,822.096,1006.4794,1177.2432,1204.6935,1223.7444,1220.4181,1187.4398,1203.8834,1202.0948,1173.2366,1121.0587,1044.6318,1044.9341,1133.0524,1094.5419,1016.9702,912.8075,826.19867,742.87836,714.03876,693.08167,686.00653
29,195.5273278651899,196.14285,197.93874,209.23491,215.65262,218.69774,219.17325,219.28459,219.00015,218.43005,217.42043,216.2118,217.38094,217.63391,214.4709,215.42476,215.91785,211.61996,209.30681,201.26086,197.32788,197.66336,197.40182,198.00995,197.95596
30,1215.8771525118054,1172.7706,1234.5206,1488.0308,2089.8362,2601.0227,2728.673,2743.785,2808.8674,2661.2246,2726.9978,2714.4836,2584.07,2340.6233,2035.4012,1999.6942,2190.778,2130.275,1964.6307,1667.6748,1454.3613,1275.025,1207.6556,1159.6091,1149.6748
31,324.6584052615415,325.71774,328.66223,347.4188,358.1012,363.13116,363.99475,364.10712,363.63324,362.68668,361.01025,359.07227,360.9447,361.36478,356.1128,357.6966,358.5153,351.40286,347.53815,334.17856,327.64807,328.20517,327.77087,328.78064,328.69095
32,142.08280551259034,142.5301,143.83511,152.04361,156.7118,158.79483,159.29788,159.34639,159.08109,158.72539,157.99171,157.14363,157.96303,158.14688,155.84843,156.51999,156.8999,153.79718,152.09592,146.24915,143.39122,143.63501,143.44493,143.88683,143.84761
33,1154.536126699099,1121.6105,1188.9647,1441.4683,2068.495,2577.148,2698.304,2716.9854,2766.104,2623.2686,2679.712,2668.9578,2533.1394,2281.469,1978.9557,1936.6366,2142.759,2098.265,1914.4502,1614.7135,1414.8041,1220.1842,1148.4004,1094.2513,1093.1027
34,177.55868123310316,178.30566,182.49683,209.09518,245.48317,262.52237,266.66086,266.65424,259.43576,263.90265,264.90128,261.73233,261.86435,271.859,299.78012,327.40515,356.91797,349.7074,322.53018,291.82935,249.26949,209.9139,187.20256,180.87477,179.62294
35,257.62766314829383,249.4188,268.40924,340.91837,499.9386,627.8613,656.2025,668.4446,665.26166,650.6865,658.0543,652.0587,627.9394,569.4846,511.6591,525.7005,614.779,591.24146,529.4969,438.25272,364.1646,290.52652,269.97824,243.13046,238.79555
3,184.3707779975433,186.37204,196.00955,202.6951,205.51173,206.06137,206.22958,205.93553,205.13495,204.38414,203.27646,204.41196,204.67426,201.6821,202.50717,203.06877,199.01001,196.7253,189.07402,185.6345,185.85973,185.60304,186.18736,186.27948,186.433
4,194.60250488132016,199.93135,234.71558,323.4942,395.38257,406.12463,415.762,414.87463,402.94522,407.60077,404.1576,390.2648,364.83722,333.77655,335.4658,376.62378,365.26785,335.3295,286.09177,247.64505,212.62187,201.81265,189.73654,185.86266,185.52852
5,153.62365302218188,155.29121,163.32143,168.89207,171.23842,171.69695,171.83714,171.6023,170.925,170.29947,169.37646,170.32259,170.54115,168.04794,168.73549,169.2034,165.82155,163.9178,157.54262,154.67667,154.86426,154.65042,155.13731,155.21404,155.3636
6,64.42133275250626,65.120605,68.48805,70.776024,71.80824,72.00028,72.068756,71.956314,71.676575,71.41423,71.0272,71.422195,71.51563,70.470085,70.75839,70.954636,69.53647,68.73638,66.06471,64.862885,64.94157,64.8519,65.05606,65.08764,65.15096
7,248.9601320592987,256.10986,300.5413,399.55795,486.23218,500.30005,512.65094,513.2094,503.11337,510.00314,508.35333,485.84415,452.37955,412.13095,412.79507,456.78305,435.70004,401.474,350.20065,307.4897,271.08987,255.81921,241.58194,238.54797,238.1404
9,94.8253274826375,95.85463,100.811356,104.17916,105.698524,105.98119,106.07153,105.92278,105.504715,105.118576,104.54889,105.13287,105.26778,103.72882,104.15323,104.44204,102.35458,101.185104,97.24433,95.47529,95.59111,95.45911,95.75964,95.80703,95.899315
10,106.05370866756483,110.60247,140.0605,210.00853,260.2185,270.8342,276.12106,275.18942,266.71317,274.80753,269.10013,261.11316,236.78523,213.61363,221.28265,255.80568,247.56781,216.99481,182.30705,149.78807,120.00444,111.67524,100.58372,98.43735,98.131294
11,377.3439485419559,388.3654,459.40933,660.3398,790.10333,831.134,836.91376,840.8112,818.04425,830.0091,823.9514,796.50415,730.71875,658.91797,661.3401,730.12,699.22034,654.54926,551.76807,475.52267,410.9004,387.65738,364.2223,360.81168,355.98288
12,179.57697386631926,182.9621,218.81317,286.1509,343.94363,356.76508,358.66107,360.81998,350.51157,357.0558,355.62616,339.9244,314.02142,287.63525,285.51782,313.22925,303.6643,278.74655,241.65941,215.44067,189.68207,183.96483,173.81622,172.52087,172.54726
13,284.9180404038785,288.0108,302.90414,313.02298,317.40958,318.4636,318.6976,318.2433,317.08072,315.84564,314.13403,315.88873,316.294,311.67004,312.94525,313.81296,307.5409,304.01,292.18628,286.871,287.2189,286.82236,287.7253,287.8676,288.10495
14,117.62701045822936,118.91932,125.0189,129.23006,131.11473,131.53262,131.57274,131.39294,130.87436,130.39532,129.68875,130.41312,130.58044,128.67142,129.19792,129.55615,126.96676,125.51606,120.62766,118.433266,118.576935,118.41317,118.78597,118.84475,118.94267
15,156.8360331834561,158.53848,166.73657,172.30675,174.72136,175.28726,175.43033,175.19063,174.49916,173.8605,172.92583,173.88419,174.10732,171.56195,172.26385,172.74158,169.28899,167.35477,160.83693,157.91107,158.1026,157.88423,158.38135,158.4597,158.59027
16,214.59516937201928,219.0136,239.62248,263.77835,271.23322,276.1963,276.2992,272.0135,273.82898,274.84436,271.5982,273.23764,278.77567,290.76456,303.48892,321.91562,309.1583,299.72192,278.3579,252.70381,232.39925,221.82771,217.97478,217.23328,217.00793
17,316.83544441242526,320.31638,336.8363,348.32535,353.1655,354.1101,354.38135,353.91486,352.51782,351.22784,349.33957,351.27548,351.72638,346.5843,348.00226,348.9565,341.99255,338.06625,324.91788,319.00708,319.3941,318.95303,319.95724,320.11545,320.3793
18,708.7240653413066,723.9894,861.31104,1193.4242,1432.3918,1490.1501,1517.9651,1519.6783,1479.813,1496.4984,1484.9457,1427.5289,1333.169,1217.8478,1217.9717,1369.7233,1325.8228,1211.1146,1042.305,901.19354,774.3735,740.214,684.4052,680.7543,677.9671
20,252.15276704252585,254.92308,268.08023,277.02557,280.85132,281.8176,282.04767,281.66232,280.5506,279.49344,278.0089,279.56183,279.92062,275.84573,276.95685,277.7163,272.174,269.0643,258.58514,253.88118,254.1891,253.83807,254.6372,254.76318,254.97319
23,918.7498437509472,944.70386,1160.3408,1557.6947,1901.2745,1980.3605,2013.0674,2018.6432,1961.4087,1974.9014,1962.419,1893.2385,1754.5737,1605.5669,1611.7208,1818.2147,1733.9277,1602.6929,1377.8799,1175.669,1009.0895,962.82837,883.308,878.4058,871.4012
24,125.57245245799888,126.93548,133.50443,137.99005,139.89249,140.34566,140.43755,140.25992,139.71458,139.20331,138.44879,139.22221,139.40086,137.36295,137.92921,138.30757,135.54306,133.98349,128.77585,126.43321,126.58652,126.411736,126.80973,126.87247,126.977
25,179.68310036345608,183.36671,199.78442,217.97244,223.7545,226.93051,226.97676,224.29503,224.88231,225.17064,223.5975,224.50427,229.0237,236.69713,247.41737,260.42044,250.27765,242.3353,226.17004,207.25241,193.21619,185.06863,182.02475,181.93863,182.00798
26,149.9563115357908,153.17981,188.74718,253.62654,313.9421,329.29504,330.89407,330.74683,322.51004,329.48804,326.94034,315.4546,289.4781,260.0995,259.1594,288.36023,276.05807,253.98152,218.1634,187.94444,162.02097,154.12341,144.51625,142.73859,141.79001
27,703.275141292736,724.3917,822.5307,1005.1968,1176.6377,1204.7379,1224.5482,1220.4664,1189.7505,1201.6942,1199.3055,1174.7426,1118.857,1043.5269,1045.9097,1132.2994,1095.8263,1016.5174,913.111,827.09845,742.76056,714.2158,692.8801,686.232,684.5063
29,196.04505590868283,198.17303,208.42082,215.38333,218.52467,219.1091,219.3175,218.9753,218.12398,217.32562,216.14789,217.34991,217.63416,214.45244,215.32988,215.92726,211.61125,209.17648,201.04613,197.38882,197.62828,197.35535,197.97668,198.0746,198.23784
30,1215.286880610503,1238.5154,1498.2625,2116.4524,2603.4438,2721.837,2745.9414,2821.3484,2665.3372,2723.2048,2712.0293,2598.9329,2355.9055,2028.9149,2000.0237,2208.1729,2134.5095,1963.639,1654.7107,1455.1902,1276.1637,1208.5914,1163.766,1151.6742,1146.0488
31,325.51805369429394,329.09433,346.06702,357.6278,362.84268,363.81418,364.11118,363.61356,362.17838,360.85294,358.8972,360.90198,361.36523,356.08218,357.539,358.53098,351.36453,347.35,333.82196,327.7494,328.14685,327.69373,328.72537,328.888,329.15903
32,142.45902020193924,144.0054,151.45207,156.51149,158.70479,159.2318,159.3488,159.12164,158.54036,157.92282,157.06702,157.94437,158.147,155.83502,156.47263,156.90648,153.77045,152.005,146.09314,143.4355,143.60945,143.41118,143.86266,143.9338,144.05247
33,1153.660615962592,1197.7902,1447.9192,2092.7546,2583.3743,2698.609,2712.9104,2778.9583,2622.987,2692.335,2669.3623,2552.6016,2314.0127,1984.1251,1927.5625,2152.4658,2102.281,1904.6656,1613.7687,1421.6451,1219.6128,1151.1396,1091.5192,1094.7112,1087.8451
34,177.5315106662294,181.22646,209.61714,246.48605,261.91168,267.0979,266.4566,259.6531,263.91034,264.9551,261.5388,261.86108,272.14474,302.27826,327.57013,357.3456,350.4409,323.34067,292.1105,250.57405,208.61345,187.89005,181.92204,179.84653,179.76404
35,257.0710752132938,264.8182,332.32858,517.14935,629.94763,653.6409,671.09174,666.7983,647.607,660.6284,648.1115,628.78546,569.44135,513.1658,524.3411,613.5687,592.84357,528.7663,438.5545,361.21585,289.7671,269.13126,244.67007,237.86073,239.12958
3,186.53591963557983,195.80882,202.80476,206.05777,206.14828,206.32278,205.92665,205.39464,204.3853,203.25087,204.4471,204.4243,201.83543,202.6843,203.13664,199.12375,196.75243,189.11143,185.5332,185.81337,185.66968,186.16173,186.24821,186.47264,189.16441
4,205.42056189957663,239.25624,339.6909,397.51923,406.65018,416.15198,414.39062,402.2506,409.38132,404.23538,391.4735,364.93698,334.105,335.66437,377.58633,365.41708,333.69675,286.59488,248.2472,212.55275,202.4443,189.60199,186.22404,185.66167,194.32718
