,Load,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
14,133.8924802236685,133.8361,133.44531,132.74132,132.14145,131.75304,131.99689,131.66234,129.59518,130.40904,130.38885,128.13011,126.05252,121.914635,119.428276,117.408066,117.16799,117.413086,117.45495,117.74747,119.01036,125.30267,129.50407,131.11417,131.65033
15,178.5233288644324,178.44037,177.91275,176.9884,176.34225,175.63834,175.99591,175.54985,172.79361,173.87877,173.86444,170.84007,168.07004,162.55286,159.2377,156.54408,156.22398,156.55084,156.60664,156.99666,158.68048,167.07022,172.67218,174.81891,175.53374
16,279.46503625765035,278.7057,274.7216,274.50208,272.52478,273.56284,270.41675,274.9889,291.46014,305.635,316.15805,311.12326,299.00183,279.35803,255.70854,230.85832,219.27432,215.66187,214.95628,215.08374,220.40717,239.63892,263.30826,271.9865,276.30734
17,360.6474678722906,360.49564,359.414,357.6609,355.93094,354.8193,355.55197,354.64044,349.07245,351.26456,351.2358,345.126,339.53006,328.3845,321.6873,316.26675,315.59906,316.28333,316.372,317.1599,320.56146,337.5103,348.8271,353.16382,354.60794
18,1487.4517381775386,1497.0332,1489.7129,1410.9299,1449.667,1442.7227,1398.3258,1293.5858,1153.4174,1161.5874,1295.4224,1281.3605,1202.2643,1028.3419,902.274,755.14435,720.852,683.8384,683.95294,684.78033,728.74664,867.9398,1167.823,1438.7922,1494.5546
20,287.02046615878004,286.8996,286.04037,284.67685,283.46786,282.38217,282.95697,282.23972,277.80844,279.59323,279.5099,274.66772,270.2141,261.3508,256.01407,251.70013,251.16875,251.69414,251.78398,252.41104,255.11824,268.60678,277.61325,281.06473,282.2139
23,1969.971285963201,1971.0704,1984.7982,1866.3777,1914.1266,1907.4042,1844.9019,1710.1232,1514.1139,1539.6868,1702.7311,1694.1515,1587.3757,1346.4988,1178.4169,984.24677,936.2904,883.65015,880.24457,879.51996,939.1444,1102.4628,1520.8126,1901.8492,2005.4374
24,142.93661839974015,142.87013,142.44852,141.74944,141.19029,140.62677,140.90257,140.54153,138.34898,139.21785,139.19633,136.7849,134.56708,130.14973,127.4901,125.33651,125.08244,125.34306,125.38876,125.70106,127.04922,133.76657,138.25177,139.9706,140.54294
25,229.88198984293243,229.25285,226.03076,225.93227,224.58669,224.70293,223.0397,225.62636,237.07666,246.84012,253.66049,251.15335,242.31583,228.08966,208.93282,191.54886,182.81711,180.39354,179.8566,179.9853,183.48868,199.0776,217.73477,223.88345,226.38664
26,324.91448925578504,327.14413,326.55765,308.98648,317.26044,315.90143,304.56,277.02008,241.05264,241.61037,276.48526,276.38602,253.11813,211.9448,186.96638,158.35036,149.34082,143.53201,142.2701,142.99678,153.7105,186.68512,249.25204,314.5996,329.74405
27,1210.6505065809406,1209.3445,1205.0515,1161.1605,1180.3514,1183.9811,1150.36,1083.7233,998.7391,1013.6834,1078.1932,1077.8405,1025.3214,915.62384,815.4237,730.26294,703.1599,690.3333,687.2792,689.9001,718.15344,809.5216,1002.517,1165.9302,1203.395
29,223.1541775051964,223.05043,222.39096,221.33208,220.2358,219.5479,220.03947,219.41501,215.992,217.3484,217.31482,213.31221,210.0876,203.19109,199.04716,195.6767,195.28,195.687,195.75832,196.24583,198.35063,208.83783,215.84015,218.52367,219.41718
30,2698.2168896739768,2738.013,2688.889,2561.1023,2617.1418,2645.585,2541.3137,2236.4563,1904.1189,1823.8052,2124.6714,2119.1765,1959.3406,1601.5643,1433.4766,1247.8608,1212.5157,1162.393,1155.8127,1159.789,1242.2917,1480.9696,2085.0496,2595.2673,2746.7456
31,370.5307088645904,370.37476,369.2634,367.50522,365.6851,364.5429,365.28494,364.359,358.63843,360.8907,360.8349,354.58392,348.83463,337.38358,330.5028,324.9065,324.2478,324.926,325.04193,325.85144,329.34628,346.75952,358.38632,362.84204,364.32578
32,162.15826170167605,162.08282,161.60365,160.83423,160.17712,159.61943,159.86249,159.4412,157.27316,157.9394,157.915,155.17937,152.66324,147.6518,144.64052,142.1938,141.90312,142.21072,142.25067,142.6049,144.1344,151.75507,156.84346,158.79343,159.4427
33,2658.443369523105,2699.2917,2656.4807,2520.2878,2581.903,2600.255,2501.3523,2196.6367,1850.136,1800.3457,2083.5115,2084.3884,1904.3323,1558.2057,1386.6062,1201.7651,1140.9866,1092.0657,1092.2797,1099.1726,1168.8304,1439.5509,1993.189,2554.613,2715.3782
34,268.5537430032685,269.19855,264.0431,263.85156,260.47018,261.6325,256.59256,266.25537,298.66034,335.15167,354.57635,347.61847,326.2135,291.2161,250.79805,208.10553,186.41281,179.52194,178.40863,178.2499,183.52266,209.39551,244.63086,261.60156,267.496
35,650.7682194787939,654.372,643.184,614.80304,631.8047,634.15936,603.9428,544.50494,491.4927,500.46027,571.06976,566.7348,512.8498,432.4392,361.334,284.3702,262.506,245.6462,243.02303,243.10652,268.28122,327.11057,493.94147,625.2213,651.20447
3,209.6791082450233,209.19017,208.2276,207.28958,206.44176,206.82396,206.29027,203.12967,204.36232,204.51952,200.75844,197.30783,191.01117,187.1959,184.01694,183.60277,184.12793,184.11629,184.55022,186.4221,195.83867,203.17613,205.54887,206.22728,206.34898
4,416.4397577963229,406.10117,391.83038,397.04388,394.54276,382.0588,352.63593,314.57678,319.49295,352.42853,350.67307,331.46695,283.09335,247.91888,207.73438,195.32945,189.0265,187.03651,186.79553,200.25645,233.92778,317.90247,394.5783,406.39996,414.31537
5,174.7113665239466,174.30392,173.50192,172.72035,172.00188,172.33235,171.88765,169.24072,170.28127,170.41231,167.27837,164.40324,159.15663,155.97765,153.32883,152.98373,153.42133,153.41165,153.7732,155.33287,163.17903,169.29288,171.26993,171.8352,171.9424
6,73.26436298750887,73.09351,72.757195,72.38994,72.133194,72.26673,72.14415,70.975914,71.406624,71.461555,70.14735,68.90073,66.74157,65.40846,64.2977,64.15297,64.33649,64.32058,64.48405,65.13809,68.428345,70.992134,71.82121,72.05765,72.103195
7,518.4840035059157,501.95212,482.45358,489.76868,489.88065,475.7884,434.04834,388.10715,392.58475,428.92764,430.38898,404.09543,344.0338,307.7695,262.5623,249.64645,239.28386,238.68863,239.12964,257.18497,296.71704,393.197,487.4958,502.61,509.3277
9,107.84187343325452,107.59037,107.09534,106.55477,106.17687,106.37341,106.09416,104.46508,105.10737,105.1882,103.253815,101.4791,98.24062,96.27834,94.64333,94.43033,94.700424,94.68521,94.91764,95.880356,100.723465,104.497246,105.717636,106.06655,106.1327
10,277.0699928847649,268.9009,256.99072,262.43756,260.6562,249.35663,227.89348,202.20454,207.23476,238.51547,237.15364,215.07451,179.978,150.33247,118.43288,108.44849,102.22799,99.660835,99.76204,107.67505,135.08942,203.59377,256.75623,271.34964,273.5028
11,845.7595925385227,817.4207,794.4352,795.0235,798.9787,770.77704,705.3973,617.1504,615.71356,691.99664,695.8071,641.00507,536.4291,473.96384,400.503,375.74484,359.64566,358.46835,359.36655,383.8213,450.4478,628.5616,796.2071,833.5722,835.00574
12,362.72562627769895,352.36365,340.447,343.34415,342.71484,332.40463,308.89746,276.28494,260.1099,302.17746,297.66898,275.78537,238.94673,216.536,185.4473,178.8464,173.13448,172.7796,173.54405,183.1367,218.58241,284.7218,340.7329,358.16672,356.68484
13,324.0283589604465,323.27267,321.78525,320.37704,318.95837,319.34988,318.79135,313.90717,316.22516,316.05496,310.24277,304.9104,295.17978,289.28378,284.37125,283.7312,284.54282,284.52472,285.1953,288.08804,302.63986,313.9789,317.64563,318.69412,318.88217
14,133.77351295191806,133.46675,132.8679,132.17691,131.70813,131.92863,131.61143,129.58478,130.38144,130.48183,128.08217,125.880745,121.86354,119.42942,117.40127,117.13707,117.47208,117.45321,117.74147,118.93574,124.94338,129.62462,131.13847,131.57127,131.64894
15,178.36470581597345,177.9488,177.13,176.23586,175.5739,175.93591,175.48196,172.77968,173.84195,173.97572,170.77768,167.84105,162.48471,159.23921,156.53502,156.18275,156.62946,156.60432,156.9887,158.581,166.59125,172.83287,174.85133,175.42847,175.53195
16,279.07140589029325,275.52725,274.54883,273.1255,273.51828,270.19583,274.6447,291.1407,305.91977,316.55396,310.7078,299.30298,279.45346,255.83049,231.08778,219.06268,215.5899,214.91162,215.1291,219.80827,239.54605,264.05145,272.0958,276.45874,276.7146
17,360.3270223532832,359.50076,357.8326,356.22086,354.7637,355.4205,354.4517,349.04428,351.1903,351.4605,344.99997,339.06744,328.2468,321.6904,316.2274,315.53677,316.4181,316.39813,317.14383,320.36057,336.54257,349.15186,353.2293,354.3952,354.60434
18,1526.0089141555975,1486.1812,1424.1698,1445.8058,1445.7745,1391.0226,1280.1243,1152.9597,1155.4463,1297.628,1281.3375,1197.2896,1028.1105,899.5761,756.84955,720.7481,683.61755,682.4984,685.4474,728.8529,854.67145,1164.2743,1434.5468,1493.2386,1509.6078
20,286.7654403220906,286.10776,284.78186,283.53397,282.23935,282.8606,282.13068,277.78607,279.49396,279.67233,274.56522,269.84604,261.23434,256.00366,251.66881,251.11922,251.82065,251.78014,252.39816,254.95827,267.83673,277.8716,281.11676,282.04465,282.21106
23,2022.369066686512,1967.4166,1892.8511,1914.9801,1908.9542,1837.9792,1703.216,1518.6373,1520.0802,1696.7163,1701.827,1587.3741,1345.3799,1175.208,986.95874,929.3535,882.58453,883.0442,879.74713,939.1791,1105.4541,1519.5972,1901.9727,1982.9751,2035.7329
24,142.80961515433123,142.47653,141.82178,141.10504,140.57509,140.865,140.50108,138.34888,139.18842,139.2955,136.7338,134.38371,130.0951,127.496574,125.33575,125.0472,125.40706,125.376045,125.69465,126.96962,133.38307,138.38055,139.9966,140.45863,140.5415
25,229.57305714197344,226.46721,225.43385,224.38759,224.63498,223.13942,226.02773,237.04376,246.73883,254.17332,250.79604,241.85237,227.8023,208.85368,191.3449,182.529,180.31638,179.82169,179.98845,183.47186,198.84454,218.04356,223.96501,226.33649,226.64424
26,334.0975893633808,327.36017,309.75986,315.17944,315.1306,305.77463,276.24103,240.23225,242.06223,275.91293,276.46814,253.14226,212.21532,187.37677,158.68982,149.52448,143.09769,142.27173,143.07065,154.70258,188.6442,251.17291,313.9062,329.97458,329.84045
27,1233.4996215087626,1197.4591,1167.4836,1180.1295,1184.6642,1147.2322,1089.1354,997.8451,1010.90186,1079.5424,1073.7957,1025.1667,913.9122,818.9886,729.08026,703.34595,689.3011,688.41235,686.7565,714.9796,812.8973,997.137,1171.2148,1203.3894,1223.9567
29,222.95589868002887,222.43597,221.41252,220.44351,219.51363,219.91992,219.54694,215.99176,217.30244,217.46965,213.47034,209.67657,203.10593,199.04903,195.66882,195.22504,195.78683,195.7385,196.23584,198.22626,208.23914,216.0411,218.56412,219.28558,219.41495
30,2783.4396267510706,2716.6785,2585.5752,2619.3252,2620.986,2555.013,2242.282,1922.392,1829.752,2123.452,2113.2783,1961.3635,1591.6333,1423.8566,1250.7834,1205.5968,1164.6396,1159.3672,1156.3604,1237.9882,1483.5028,2043.9982,2604.1772,2763.6575,2753.2146
31,370.2014818052384,369.35257,367.6387,366.0298,364.46042,365.16055,364.21826,358.60953,360.81433,361.09195,354.45145,348.3593,337.24213,330.50595,324.89334,324.15656,325.08923,325.03708,325.83487,329.1398,345.76526,358.71997,362.90933,364.10715,364.32205
32,162.01417948022328,161.63634,160.89262,160.18852,159.47919,159.67494,159.39568,156.95358,158.11258,158.02748,155.12138,152.4552,147.58989,144.64189,142.18562,141.8656,142.27141,142.26236,142.59766,144.04402,151.31993,156.98946,158.82281,159.34706,159.44109
33,2745.440882757938,2701.6067,2539.3943,2586.2097,2579.1008,2506.9875,2200.1604,1866.5186,1790.0443,2089.8418,2079.9214,1904.9623,1548.3247,1380.5789,1194.9924,1144.9188,1093.4951,1080.6111,1089.9575,1166.9806,1425.1498,2009.9219,2549.2004,2711.7214,2719.8276
34,268.040667177518,264.48605,264.02176,260.1569,261.71393,254.90718,266.61343,298.90112,335.20624,354.22385,347.35022,327.2959,291.60834,249.28685,207.94199,186.31116,179.45154,178.3076,178.05331,183.41212,207.55647,245.87791,261.89908,266.173,267.08575
35,670.6672907712939,648.2235,619.63434,627.3305,631.57556,605.8212,546.70905,490.715,502.90247,574.6486,569.87213,513.88745,431.9213,358.2127,284.32318,262.43884,243.70491,242.022,243.2398,268.8046,327.03214,488.45935,623.5539,654.39105,664.1979
3,208.5706386025836,208.16528,206.8056,206.31422,206.61354,206.24191,203.21521,204.33505,204.4418,200.58221,197.38069,191.01213,187.17322,183.96284,183.49437,184.08154,184.06795,184.52129,186.63998,196.43068,202.9867,205.66641,206.17549,206.27913,205.57094
4,417.9848044841532,397.7432,399.41595,395.3993,382.74207,352.39658,314.38544,317.91812,355.25998,350.32593,329.86353,282.78488,247.03745,206.51785,195.70459,189.615,187.95515,186.82523,197.61743,233.78911,316.47318,393.614,406.94974,414.53128,410.6406
5,173.7877540210039,173.44998,172.31706,171.90764,172.16321,171.84735,169.32547,170.24507,170.34752,167.13156,164.464,159.15741,155.95876,153.28372,152.8934,153.38268,153.37134,153.7491,155.51445,163.67238,169.13503,171.36786,171.7921,171.8784,171.28111
6,72.87705057033929,72.73542,72.260315,72.13402,72.193214,72.06335,70.99388,71.39709,71.434395,70.085785,68.967155,66.77954,65.400536,64.27879,64.115105,64.320274,64.31552,64.46582,65.21421,68.635216,70.92596,71.862274,72.04015,72.075775,71.82588
7,520.8995587538154,489.94394,494.7464,488.46103,476.65097,432.68124,390.09344,390.1542,436.32907,429.8119,401.49326,342.23148,307.20694,263.59955,249.7641,238.94582,238.94469,238.45483,255.56569,296.0484,394.5721,486.8961,503.50037,509.72375,507.56213
9,107.2717668361542,107.06327,106.36396,106.17806,106.26521,106.074066,104.533035,105.08502,105.148254,103.16317,101.5166,98.2411,96.26668,94.61552,94.37456,94.67658,94.66957,94.89409,95.99244,101.02796,104.39984,105.77805,106.039925,106.09321,105.724495
10,278.3645772852649,260.26703,261.62473,260.10367,249.66548,227.85823,201.95915,207.10518,238.32552,235.75662,215.05693,181.2765,148.70824,118.166115,108.4708,102.45723,100.15416,99.88851,108.18579,135.19841,205.82088,257.312,270.70172,276.91956,272.26123
11,850.4940417058212,793.83154,802.6757,794.7306,770.5804,703.1086,619.14465,617.2837,703.74384,691.2527,642.4298,539.54047,478.65646,399.49594,378.06482,360.37955,359.00098,359.5766,384.32172,451.16464,633.93134,796.8396,830.8403,829.23004,832.9772
12,364.608920311871,341.59094,345.13168,342.53003,332.4758,307.4683,276.10278,262.15106,300.26825,301.1309,270.55356,239.13928,215.46167,186.65764,177.76306,172.82298,172.7336,173.3106,183.5826,217.45319,281.9597,340.8447,357.40628,358.30084,360.03513
13,322.3153814387303,321.6889,319.5878,318.859,319.05823,318.61472,314.03937,315.76996,316.29907,309.97034,305.02307,295.1813,289.2488,284.28754,283.5636,284.47113,284.4501,285.15063,288.42474,303.5549,313.6862,317.8272,318.614,318.77426,317.67984
14,133.06631861429025,132.81296,131.94774,131.70963,131.8177,131.55045,129.64954,130.35376,130.43217,127.96983,125.92723,121.86412,119.41495,117.36675,117.06786,117.44251,117.43381,117.71233,119.07473,125.321106,129.50386,131.21344,131.53827,131.60439,131.15256
15,177.42177991680057,177.07698,175.92035,175.61282,175.62885,175.4408,172.86621,173.80505,173.90959,170.62634,167.90448,162.48552,159.21991,156.48898,156.09048,156.59004,156.57843,156.9498,158.76634,167.09491,172.67178,174.95123,175.3844,175.47253,174.87013
16,275.7957929503093,274.36865,272.7227,273.40332,270.2458,274.6139,291.65646,305.58386,314.87183,312.312,299.69995,279.5469,256.287,231.1155,219.03766,215.7315,215.0439,215.13544,219.47893,239.64012,264.00235,272.412,276.43524,276.67484,271.7962
17,358.4221517680716,357.73972,355.38895,354.54465,355.05893,354.42026,349.4702,351.11572,351.3269,344.6943,339.1956,328.24844,321.6514,316.13437,315.3293,316.35956,316.315,317.09406,320.735,337.56006,348.82626,353.43127,354.30615,354.48438,353.26736
18,1532.2543838855877,1448.6066,1453.3112,1443.8126,1395.2792,1282.5682,1156.4247,1161.6357,1288.2423,1291.0824,1199.024,1025.8849,904.2472,750.89307,719.95184,683.88684,681.129,685.26556,730.6337,854.29236,1150.1215,1461.4689,1491.5143,1512.4792,1502.0028
20,285.2494534039926,284.70627,282.83676,282.19058,282.32297,282.06454,277.9252,279.4346,279.6027,274.38022,269.94577,261.23584,255.98544,251.60521,250.95412,251.77402,251.7386,252.3356,255.2562,268.64633,277.61264,281.2774,281.9738,282.11548,281.147
23,2031.1141246084128,1900.5248,1928.4774,1911.3763,1840.4463,1703.3564,1523.3008,1531.1375,1705.1713,1684.3029,1590.9722,1342.0754,1181.9967,986.36554,937.579,882.89233,880.63824,883.9475,941.2355,1105.5327,1517.4412,1894.889,1976.871,2007.0704,1991.6605
24,142.05465141773377,141.77852,140.85312,140.4608,140.61911,140.46858,138.41695,139.16985,139.24255,136.61382,134.43341,130.09581,127.481155,125.29457,124.97982,125.37529,125.3662,125.65914,127.11794,133.7863,138.2515,140.07668,140.42336,140.49391,140.0116
25,227.06261629530056,225.428,225.05334,224.9607,222.89038,225.97801,236.91476,246.97134,254.59338,250.71793,242.0569,227.8478,208.64603,191.44688,182.513,180.32971,179.86975,179.90738,183.5419,199.29984,217.79422,223.70337,226.2692,226.52467,223.74799
26,336.07724397075486,315.43384,316.49112,313.87567,305.39316,278.05563,240.35786,242.15752,278.46512,273.42865,252.81079,208.6703,188.30006,158.19054,148.76787,143.27936,142.03716,143.12837,154.06758,189.18944,254.21149,312.92178,329.55582,329.03198,328.99698
27,1235.487022076093,1172.7952,1187.3403,1183.8723,1147.8347,1086.3439,1000.7444,1012.2668,1080.9072,1076.701,1026.9109,914.92316,817.1718,731.2174,702.3544,689.64795,687.565,688.41235,718.1136,815.362,1002.4152,1174.8654,1207.9211,1221.277,1215.1111
29,221.77724121931087,221.34619,219.90045,219.39899,219.69626,219.30101,216.04642,217.27347,217.38698,213.28296,209.8788,203.2215,199.02495,195.61128,195.11314,195.7372,195.72305,196.18047,198.45795,208.86858,215.83975,218.68907,219.23047,219.3407,218.58765
30,2808.5313445093548,2618.642,2633.535,2623.3713,2550.215,2258.079,1937.6029,1843.2452,2117.2834,2111.6897,1958.0115,1601.1863,1424.5885,1237.275,1207.9559,1162.2542,1161.3021,1158.9341,1233.6783,1490.2109,2073.2773,2592.3816,2743.3591,2755.3435,2833.3013
31,368.24440984131246,367.54333,365.12805,364.29538,364.80215,364.1328,358.78912,360.73776,360.95468,354.1403,348.48795,337.2437,330.46594,324.79776,323.97067,325.00702,324.98334,325.75415,329.52448,346.81058,358.38562,363.11673,364.01566,364.19867,362.9483
32,161.15769071936515,160.84445,159.7939,159.4295,159.52911,159.30736,157.01968,157.88498,158.14954,154.98517,152.51154,147.59065,144.6244,142.14377,141.7818,142.23557,142.22505,142.57532,144.21237,151.77745,156.8431,158.9136,159.307,159.38713,158.83992
33,2771.31600663722,2576.1343,2596.1309,2582.241,2489.3674,2211.7412,1871.2296,1796.1118,2067.757,2088.7996,1908.2489,1542.1718,1370.3566,1187.5568,1143.6469,1099.3322,1093.4951,1090.5829,1164.8915,1426.7026,1989.0696,2569.7773,2696.7769,2720.7886,2787.4407
34,263.2234836338902,263.03647,260.644,262.5779,256.9626,268.75464,298.77606,334.64886,353.8274,346.69983,326.43222,291.24615,250.66983,207.93677,186.26791,179.81367,178.16653,177.93169,183.22142,208.55206,245.65982,262.4401,265.9827,266.4143,259.18344
35,674.0758106787938,627.8194,635.324,631.43646,602.38086,546.6144,492.23532,501.93353,574.5686,575.345,516.52875,427.10693,362.37973,284.1945,264.4326,244.65704,242.72594,244.37532,266.38794,328.6701,486.29742,625.5669,654.8384,662.7256,656.91925
3,207.67971907688425,206.92726,206.36136,206.37466,206.2197,203.23743,204.49817,204.5164,200.8848,197.37245,191.29436,187.25224,184.07219,183.55846,184.069,184.06099,184.55406,186.64606,196.41373,203.04184,205.35956,206.23651,206.16342,205.71867,205.29025
4,400.1929293385309,396.70602,397.44662,382.91763,352.75757,315.98352,318.58875,353.1553,352.11328,329.6342,283.57526,245.64944,207.17271,196.93713,189.30147,188.6657,187.95515,198.89389,234.22517,316.10095,393.7512,407.97852,414.16776,409.0072,403.5648
5,173.04541126162948,172.4184,171.94695,171.95798,171.83464,169.34395,170.39441,170.39618,167.38373,164.45712,159.39261,156.02457,153.37486,152.94678,153.37221,153.36554,153.77637,155.51952,163.65823,169.18102,171.11218,171.8429,171.78204,171.41144,171.03117
6,72.56575273971701,72.30283,72.105125,72.14969,72.0556,71.01356,71.48387,71.46046,70.19154,68.96429,66.84051,65.41546,64.31699,64.13749,64.3159,64.31309,64.48537,65.215965,68.62928,70.94522,71.75509,72.06147,72.03594,71.87995,71.72107
7,498.3868957415198,493.7929,493.87787,475.19427,437.51035,389.93488,390.48422,436.29425,432.72717,405.43732,343.18243,308.34384,262.63428,249.97609,240.38089,238.17459,238.49455,255.8008,295.3846,391.51678,487.25128,503.78656,507.9978,509.0247,501.24988
9,106.81355031885865,106.42653,106.13551,106.201126,106.06267,104.5288,105.19563,105.178314,103.318825,101.512344,98.38625,96.307335,94.67176,94.40752,94.67012,94.66601,94.91959,96.00722,101.019264,104.42821,105.62024,106.07128,106.033714,105.804955,105.57023
10,264.72038057676485,263.98352,261.90613,250.35803,226.101,203.27904,207.9681,237.6889,236.84776,214.57257,179.3589,146.47226,117.76088,107.741325,101.138596,99.67204,100.71918,108.5375,135.11249,202.84584,256.33435,269.7839,275.71228,273.4959,263.5212
11,810.8611939367809,802.8792,806.4918,768.9141,708.47205,621.66785,620.5064,702.15216,697.3041,643.2884,539.3181,476.68698,399.47818,377.62692,360.29507,359.78912,362.7748,383.28925,449.8483,635.89996,797.6485,832.32947,831.76166,832.2041,818.5252
12,348.9014718691494,344.74762,345.05804,332.58008,306.14432,276.9209,262.14517,300.44485,297.24054,270.0048,235.51192,218.16164,186.54204,178.17302,173.36874,172.82298,173.46817,183.54095,218.38278,283.03604,341.39847,356.3988,357.07266,360.43445,350.86642
13,320.9385957670705,319.7757,318.9013,318.8973,318.56317,314.0317,316.02188,316.05017,310.35406,305.0102,295.61743,289.37097,284.4566,283.66266,284.4517,284.43936,285.20132,288.4342,303.5287,313.77136,317.35318,318.7083,318.59537,317.9081,317.24606
14,132.497919427038,132.01717,131.7024,131.73824,131.5664,129.64774,130.46808,130.46948,128.16287,125.921974,122.0442,119.46537,117.4365,117.108765,117.43449,117.42939,117.74397,119.093155,125.310326,129.53902,131.0177,131.57718,131.53056,131.24686,130.97346
15,176.6639142408298,176.02385,175.54251,175.65099,175.35631,172.88504,173.95747,173.95934,170.88377,167.896,162.72704,159.28717,156.58206,156.14499,156.57928,156.57256,156.99193,158.79085,167.08044,172.71863,174.69029,175.43622,175.3741,174.99573,174.63141
16,275.5380970201586,272.51123,273.60782,270.43896,275.17575,291.59268,305.82306,315.71432,311.25253,299.71533,279.41055,255.78502,231.04854,219.26678,215.75064,215.09311,215.07477,219.56938,239.329,264.12265,272.0824,276.22015,276.50375,271.90295,273.37872
17,356.8911342883688,355.5961,354.62558,354.64847,354.3821,349.2572,351.512,351.42737,345.21426,339.1785,328.73636,321.78717,316.32236,315.43942,316.31683,316.32422,317.15036,320.7455,337.53085,348.9211,352.90396,354.411,354.28546,353.52115,352.78497
18,1465.9481798524253,1452.4321,1450.0433,1396.4039,1289.8055,1151.7393,1159.7826,1289.6172,1293.3615,1202.0537,1017.6134,896.4022,752.10736,720.0738,680.78827,680.6432,683.2874,727.1269,856.34924,1151.9634,1438.4775,1489.3354,1513.3478,1503.8375,1473.9392
20,284.03099662869886,283.00034,282.20715,282.2245,281.8854,277.95547,279.67975,279.68256,274.73795,270.01257,261.62177,256.0936,251.7444,251.04396,251.74002,251.7459,252.40343,255.29564,268.6232,277.68802,280.8579,282.0572,281.95728,281.349,280.76303
23,1941.30488945312,1920.9609,1915.4515,1843.6826,1702.784,1524.6798,1532.6256,1710.175,1704.5017,1587.9734,1316.8533,1190.7317,981.01135,938.5851,877.98755,879.7799,880.6084,948.6198,1107.1041,1522.2792,1897.8953,1973.9597,2012.9795,1990.2228,1951.6965
24,141.44785813411335,140.93533,140.5396,140.66885,140.40085,138.42226,139.27156,139.29337,136.81992,134.42775,130.28802,127.53499,125.369095,125.01916,125.36692,125.36129,125.69729,127.12139,133.7748,138.28908,139.86765,140.46495,140.41515,140.11221,139.82047
25,226.7556795768298,224.96135,224.79654,223.03355,225.79709,237.27266,246.68042,253.80174,251.34969,241.81168,226.96558,209.2147,191.41585,182.64984,180.33963,179.80154,179.95358,183.38689,199.3294,217.80579,223.65218,226.392,226.50276,223.7036,224.67647
26,320.30743953593407,317.18997,317.04727,304.88412,277.46835,241.79367,242.26346,276.42334,276.37158,252.67241,208.3584,188.43262,158.8808,149.63036,142.61145,142.37686,143.14754,154.37766,187.14761,253.01157,315.62985,329.9721,329.44247,329.37146,321.7723
27,1194.3811119167972,1186.957,1190.2325,1149.1953,1086.1183,1002.0553,1008.516,1087.5508,1078.6309,1024.7405,917.057,816.1125,729.3157,701.60614,692.6392,689.64795,688.0162,720.6525,814.2126,1007.91595,1170.6119,1204.7112,1220.4371,1213.847,1178.2673
29,220.82990905462165,220.02977,219.42812,219.42537,219.27747,216.1063,217.53755,217.4663,213.60474,209.87003,203.40703,199.07042,195.72754,195.18129,195.7242,195.71535,196.23993,198.4633,208.85057,215.89833,218.3629,219.2953,219.21764,218.74469,218.28918
30,2661.9730971576946,2643.8208,2639.6501,2529.9854,2244.5427,1927.0767,1837.3197,2122.1626,2105.1533,1959.948,1606.402,1440.1957,1232.4004,1214.7476,1155.7877,1162.2542,1162.4861,1231.405,1519.88,2068.676,2598.853,2750.045,2743.9138,2821.9504,2683.8152
31,366.6714361132972,365.341,364.34387,364.33923,364.10593,358.82825,361.05417,361.05792,354.67456,348.4734,337.7421,330.6055,324.99078,324.08383,324.98526,324.97073,325.84164,329.57538,346.7806,358.48297,362.5751,364.12332,363.99435,363.20914,362.45273
32,160.46929788353526,159.88785,159.45065,159.44865,159.28159,157.01585,158.01094,158.02509,155.17703,152.5051,147.80872,144.68549,142.2283,141.83133,142.22585,142.21968,142.60066,144.2171,151.76434,156.88568,158.67659,159.35416,159.29768,158.95406,158.62303
33,2622.362511312531,2600.0234,2611.946,2486.0115,2207.5095,1862.932,1792.5657,2064.2632,2094.5193,1902.882,1549.2448,1380.279,1194.5961,1141.0172,1096.664,1088.6951,1091.9851,1163.4482,1416.9512,1984.0734,2564.6445,2719.9001,2717.8252,2770.4412,2639.2603
34,263.837410108638,259.7503,262.44684,254.37738,266.46732,298.38046,335.17508,353.14673,347.8968,327.1423,291.36353,248.70186,207.46974,186.19505,179.43251,178.11435,178.09929,183.26491,208.07109,245.80495,262.80685,266.3989,265.55432,259.02502,263.03497
35,640.6551381012938,636.6667,635.8044,606.7781,548.7572,489.82965,504.0798,568.23584,572.3999,517.755,433.51587,356.9646,285.2218,262.8369,244.42955,241.94003,242.72594,265.43405,329.4504,491.0789,623.42944,651.56305,662.63104,656.03546,645.1354
3,206.74736143371064,206.50122,206.31927,206.16693,203.26881,204.43597,204.40848,200.37492,198.04321,190.95804,187.27118,184.01965,183.5645,184.1013,184.04945,184.51941,186.66917,196.23538,203.22646,205.54901,206.2076,206.16116,205.73273,205.16084,204.24026
4,406.26051631904255,399.3171,387.28656,350.0793,317.86902,317.88574,354.58374,351.3546,330.33072,281.94205,248.73497,206.84131,196.2305,187.9592,187.79156,188.77705,199.2092,234.15428,318.32806,393.65063,408.39783,413.47073,412.00546,402.3301,406.29538
5,172.2685409320516,172.06346,171.91188,171.78487,169.34874,170.34262,170.31969,166.9454,165.01598,159.1124,156.04036,153.3311,152.9518,153.39908,153.35593,153.74748,155.53876,163.50961,169.33484,171.27011,171.81879,171.78009,171.42317,170.9466,170.14061
