Type,PU Volt,Angle (Deg),Gen MW,Gen Mvar,Load MW,Load Mvar,Gen Mvar(max),Gen Mvar(min),"Slack yes,no",Slack Weight
3,1.046846762,-2.262737229,0,,1.697480283,0.557934788,,,0,0
3,1.043946577,-5.763802226,0,,0.206789965,0.233967243,,,0,0
2,1.049987924,-1.856200105,0.247511259,,3.425941071,1.319614063,40,-40,0,0
3,1.04756399,-4.003543778,0,,0,0,,,0,0
2,1.049648037,-1.789292373,2.299999807,,0.873999172,0.344389343,20,-20,0,0
2,1.046880394,-4.886343998,0.479999929,,2.080264861,0.694650877,10,-10,0,0
2,1.027884274,-4.375414995,5.759972065,,6.339478102,2.10394799,30,-30,0,0
2,1.040656035,-2.128861115,12.24468829,,2.483283551,0.916768019,40,-40,0,0
2,1.027740579,-4.816955084,5.619991682,,2.853125963,1.034773509,40,-40,0,0
2,1.023768259,-4.504210116,0.829990533,,1.055904882,0.427201149,10,-10,0,0
2,1.021387062,-3.132394627,7.899985503,,1.732975807,0.569601602,10,-10,0,0
2,1.032599304,-4.411783238,8.009961675,,2.736197043,0.967703097,40,-40,0,0
2,1.034307516,-14.02033543,0.249999945,,3.500905683,1.150692052,10,-10,0,0
3,1.032146014,-14.01864614,0,,11.84182159,3.920546151,,,0,0
2,1.049964516,-0.325247185,0.001441098,,0,0,20,-20,0,0
3,1.029552986,-9.506681601,0,,2.786187817,0.915775649,,,0,0
3,1.040659406,-5.519345527,0,,0,0,,,0,0
2,1.049999608,-0.212960727,15.80105957,,-3.058594753,-4.11E-18,40,-40,0,0
2,1.031092285,-6.16595619,12.02999029,,15.48993881,5.16518766,50,-50,0,0
2,1.041804837,-10.53325612,0.829997687,,1.38752567,0.456057633,20,-20,0,0
2,1.025527816,-4.236334876,2.199990852,,2.398160437,0.788237217,30,-30,0,0
2,1.04016503,-4.706491293,8.409983741,,1.748099679,0.826139092,20,-20,0,0
2,1.032605224,-12.32972044,2.299998129,,10.16403406,3.370549549,10,-10,0,0
3,1.048988547,-2.005203354,0,,0,0,,,0,0
2,1.000064062,-0.000222584,31.26272685,,2.166219918,0.712002055,70,-70,0,0
2,1.028580706,-5.064777506,10.96998472,,19.11340373,6.450735286,30,-30,0,0
2,1.037014764,-4.05301329,0.569979911,,3.55463583,1.182225801,20,-20,0,0
3,1.026639546,-4.811669958,0,,1.57411553,0.517386754,,,0,0
3,1.014188041,-4.552725808,0,,18.70331769,6.291088475,,,0,0
2,1.020330012,-4.591418169,1.119989919,,3.043830951,1.000458852,10,-10,0,0
3,1.039827134,-6.715318834,0,,5.004631783,1.668487031,,,0,0
3,1.049996898,-1.846444918,0,,0,0,,,0,0
3,1.049999612,-0.212960739,0,,0,0,,,0,0
2,1.04996412,-0.325245874,0,,0,0,50,-50,1,1
2,1.049899067,-2.009575794,0,,0,0,50,-50,1,1
2,1.041804774,-10.53325579,0,,0,0,50,-50,1,1
2,1.038220275,-14.03765324,0,,0,0,50,-50,1,1
2,1.032605097,-12.32971967,0,,0,0,50,-50,1,1
2,1.032605183,-12.32972019,0,,0,0,50,-50,1,1
2,1.032605243,-12.32972053,0,,0,0,50,-50,1,1
2,1.037014742,-4.053013179,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.044149028,-5.558597698,0,,0,0,,,0,0
2,1.045858234,-5.572711195,1.279999613,,2.047376127,0.67293999,10,-10,0,0
2,1.045483566,-5.648051697,2.48E-08,,2.898796087,1.099115935,20,-20,0,0
3,1.046934314,-2.14499422,0,,1.705939538,0.56071521,,,0,0
3,1.044422277,-5.621066068,0,,0.043953777,0.2351332,,,0,0
2,1.049990385,-1.716979679,2.69E-05,,3.280924398,1.333975018,40,-40,0,0
3,1.04773432,-3.89188026,0,,0,0,,,0,0
2,1.049750765,-1.677431633,2.154530838,,0.822121396,0.34610558,20,-20,0,0
2,1.047135368,-4.809672225,0.479999995,,2.160818205,0.715873682,10,-10,0,0
2,1.028543993,-4.45243697,5.759998363,,6.448773862,2.127662906,30,-30,0,0
2,1.04186019,-2.160811521,12.57641472,,2.55416439,0.920933508,40,-40,0,0
2,1.028438058,-4.843999624,5.619999491,,2.80988313,1.039930218,40,-40,0,0
2,1.024392875,-4.565196169,0.829999437,,1.020217906,0.429330071,10,-10,0,0
2,1.021930858,-3.199676894,7.899999208,,1.74161195,0.572440165,10,-10,0,0
2,1.033326842,-4.440926229,8.009997658,,2.837268086,1.021374879,40,-40,0,0
2,1.035209714,-14.23624262,0.249999996,,3.518352161,1.156426432,10,-10,0,0
3,1.032977781,-14.22093443,0,,12.09864343,3.992733842,,,0,0
2,1.049980908,-0.139951646,7.70E-06,,0,0,20,-20,0,0
3,1.030355837,-9.700912298,0,,2.800072556,0.920339343,,,0,0
3,1.041338848,-5.511304861,0,,0,0,,,0,0
2,1.04999994,-0.024069218,15.8000092,,-3.654430736,-9.21E-19,40,-40,0,0
2,1.031929836,-6.31536072,12.0299994,,15.91824075,5.26255156,50,-50,0,0
2,1.042792116,-10.64820482,0.829999851,,1.394440292,0.458330359,20,-20,0,0
2,1.026185178,-4.316719765,2.199999464,,2.517166812,0.827352721,30,-30,0,0
2,1.040989256,-4.695293756,8.409998915,,1.542115835,0.83302974,20,-20,0,0
2,1.033476535,-12.56869875,2.299999882,,10.3985358,3.421020721,10,-10,0,0
3,1.049073694,-1.874654754,0,,0,0,,,0,0
2,1.000065613,-0.000227975,31.69393088,,2.177015098,0.715550259,70,-70,0,0
2,1.029304226,-5.082473212,10.96999908,,18.86006584,6.36571421,30,-30,0,0
2,1.038110869,-4.131889341,0.569998766,,3.574592841,1.188117327,20,-20,0,0
3,1.027318167,-4.846262916,0,,1.581960006,0.519965109,,,0,0
3,1.014724541,-4.599271026,0,,18.56559441,6.209311574,,,0,0
2,1.0208921,-4.648941982,1.119999401,,3.339696339,1.097705103,10,-10,0,0
3,1.040327324,-6.733458658,0,,5.169949182,1.714710882,,,0,0
3,1.049999909,-1.706886198,0,,0,0,,,0,0
3,1.049999944,-0.024069231,0,,0,0,,,0,0
2,1.049980857,-0.139951478,0,,0,0,50,-50,1,1
2,1.049999757,-1.87910144,0,,0,0,50,-50,1,1
2,1.042792115,-10.64820481,0,,0,0,50,-50,1,1
2,1.03921072,-14.24042236,0,,0,0,50,-50,1,1
2,1.03347653,-12.56869872,0,,0,0,50,-50,1,1
2,1.033476534,-12.56869874,0,,0,0,50,-50,1,1
2,1.033476536,-12.56869876,0,,0,0,50,-50,1,1
2,1.038110869,-4.131889337,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.046072669,-4.396322171,0,,0,0,,,0,0
2,1.047901106,-4.151618471,1.279999478,,2.042610744,0.671373685,10,-10,0,0
2,1.046849957,-3.811097071,5.02E-08,,3.20411284,1.235629152,20,-20,0,0
3,1.046780912,0.495802838,0,,1.701968867,0.559410114,,,0,0
3,1.046093346,-3.993758935,0,,-0.184670017,0.234585914,,,0,0
2,1.049992369,1.347390675,4.562598494,,3.530200638,1.492259821,40,-40,0,0
3,1.048305011,-1.547765553,0,,0,0,,,0,0
2,1.049888336,1.227161198,2.299990681,,0.757919864,0.345299999,20,-20,0,0
2,1.048749435,-2.809211726,0.479999991,,2.495313396,0.828251112,10,-10,0,0
2,1.03107052,-4.750562869,5.759998523,,7.291541331,2.408788615,30,-30,0,0
2,1.049999909,0.231904395,17.48807624,,2.807158887,1.024847374,40,-40,0,0
2,1.030801753,-5.23399403,5.619999514,,2.709967764,1.037509722,40,-40,0,0
2,1.026698289,-4.87980681,0.829999499,,0.946268515,0.428330781,10,-10,0,0
2,1.024115306,-3.36693391,7.899999413,,1.73755825,0.571107779,10,-10,0,0
2,1.036066533,-4.601295944,8.009997898,,2.876720294,1.06812557,40,-40,0,0
2,1.040160806,-14.41412965,0.249999993,,3.510162998,1.153734784,10,-10,0,0
3,1.037362491,-14.37775358,0,,13.59284872,4.493627991,,,0,0
2,1.04999919,2.531486934,4.14E-05,,0,0,20,-20,0,0
3,1.034965115,-9.758643702,0,,2.79355523,0.918197201,,,0,0
3,1.044222559,-4.901269218,0,,0,0,,,0,0
2,1.049999902,2.650278499,15.80003655,,-4.132737783,-3.82E-20,40,-40,0,0
2,1.036594375,-6.208940658,12.02999921,,17.96444876,5.94320762,50,-50,0,0
2,1.048045885,-10.37418809,0.829999762,,1.391194653,0.45726357,20,-20,0,0
2,1.02885658,-4.516763614,2.199999543,,2.618974052,0.860815143,30,-30,0,0
2,1.044424534,-4.315167824,8.409998856,,1.523180486,0.942148388,20,-20,0,0
2,1.03832456,-12.80613004,2.299999813,,11.30646315,3.721295827,10,-10,0,0
3,1.048970677,0.388330552,0,,0,0,,,0,0
2,1.000072603,-0.000252259,33.99999516,,2.171947973,0.713884776,70,-70,0,0
2,1.031645477,-5.508243141,10.96999909,,21.32755181,7.229970779,30,-30,0,0
2,1.04584423,-2.616723309,0.569998295,,3.560868484,1.185351917,20,-20,0,0
3,1.029674525,-5.219545082,0,,1.578277905,0.518754861,,,0,0
3,1.015503153,-5.014099243,0,,21.18430398,7.098066196,,,0,0
2,1.022416699,-5.039135762,1.119999488,,3.614221088,1.187937024,10,-10,0,0
3,1.042332963,-5.98424126,0,,5.972008418,1.983974325,,,0,0
3,1.049999963,1.353440097,0,,0,0,,,0,0
3,1.049999906,2.650278487,0,,0,0,,,0,0
2,1.049998023,2.531490794,0,,0,0,50,-50,1,1
2,1.049999926,0.383387906,0,,0,0,50,-50,1,1
2,1.048045807,-10.37418768,0,,0,0,50,-50,1,1
2,1.044618156,-14.40034332,0,,0,0,50,-50,1,1
2,1.038324543,-12.80612994,0,,0,0,50,-50,1,1
2,1.038324555,-12.80613001,0,,0,0,50,-50,1,1
2,1.038324563,-12.80613005,0,,0,0,50,-50,1,1
2,1.045844225,-2.616723283,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.045879871,-5.047396537,0,,0,0,,,0,0
2,1.047442076,-4.952565638,1.279999204,,2.00769913,0.659898792,10,-10,0,0
2,1.046668929,-4.749917943,6.25E-08,,2.995652483,1.204865727,20,-20,0,0
3,1.04697441,-1.024956992,0,,1.672879389,0.549848865,,,0,0
3,1.046048624,-4.749951466,0,,-0.467338245,0.230576451,,,0,0
2,1.049990494,-0.464025135,1.237296739,,3.225867911,1.457437462,40,-40,0,0
3,1.048280656,-2.895654937,0,,0,0,,,0,0
2,1.049864627,-0.435336768,2.299980079,,0.685741512,0.339398248,20,-20,0,0
2,1.048139029,-3.98539544,0.479999988,,2.415370617,0.805482813,10,-10,0,0
2,1.031081915,-4.802862768,5.759997447,,7.096512223,2.351535483,30,-30,0,0
2,1.049870604,-1.153432675,15.15015207,,2.657048777,1.002319131,40,-40,0,0
2,1.030870322,-5.217280275,5.619999172,,2.544018911,1.019776956,40,-40,0,0
2,1.026770472,-4.891151244,0.829999121,,0.83562126,0.421009896,10,-10,0,0
2,1.024138858,-3.429598339,7.899998911,,1.707860491,0.561346597,10,-10,0,0
2,1.035968079,-4.679827511,8.009996314,,2.659720792,1.039107157,40,-40,0,0
2,1.039210003,-14.65828728,0.249999991,,3.450168476,1.134015538,10,-10,0,0
3,1.03641273,-14.65160874,0,,13.21143265,4.383220037,,,0,0
2,1.049991167,0.992916043,3.63E-05,,0,0,20,-20,0,0
3,1.034528935,-10.01238047,0,,2.745808726,0.902503684,,,0,0
3,1.043817821,-5.341584766,0,,0,0,,,0,0
2,1.049999842,1.112715549,15.80003644,,-4.306137391,6.49E-21,40,-40,0,0
2,1.036193247,-6.517398519,12.02999882,,17.45943919,5.796055985,50,-50,0,0
2,1.046732964,-10.78988289,0.829999671,,1.367416823,0.449448175,20,-20,0,0
2,1.02886744,-4.594965003,2.199999181,,2.550625239,0.838349974,30,-30,0,0
2,1.043979177,-4.611407834,8.409998065,,1.022093682,0.920217699,20,-20,0,0
2,1.037665158,-13.01398624,2.299999741,,11.04453752,3.637019633,10,-10,0,0
3,1.04910581,-0.94661674,0,,0,0,,,0,0
2,1.000072651,-0.000252426,33.99998667,,2.13482577,0.701683298,70,-70,0,0
2,1.031695548,-5.49750244,10.96999848,,20.70058977,7.084963915,30,-30,0,0
2,1.045129637,-3.574252235,0.569997476,,3.482945905,1.165092282,20,-20,0,0
3,1.029750897,-5.207825759,0,,1.551302511,0.509888478,,,0,0
3,1.015823852,-4.974242772,0,,20.5917642,6.95370996,,,0,0
2,1.022673008,-5.012699769,1.119999089,,3.490605572,1.147306569,10,-10,0,0
3,1.042095096,-6.564611384,0,,5.783363025,1.930300827,,,0,0
3,1.049999962,-0.455212574,0,,0,0,,,0,0
3,1.049999846,1.112715537,0,,0,0,,,0,0
2,1.04999057,0.992918015,0,,0,0,50,-50,1,1
2,1.049999872,-0.950909633,0,,0,0,50,-50,1,1
2,1.046732933,-10.78988272,0,,0,0,50,-50,1,1
2,1.043407604,-14.67340648,0,,0,0,50,-50,1,1
2,1.037665137,-13.01398611,0,,0,0,50,-50,1,1
2,1.037665152,-13.0139862,0,,0,0,50,-50,1,1
2,1.037665162,-13.01398626,0,,0,0,50,-50,1,1
2,1.045129619,-3.574252143,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.044261052,-3.485691005,0,,0,0,,,0,0
2,1.046000852,-3.462819998,1.279999287,,1.975584589,0.649343253,10,-10,0,0
2,1.046019428,-3.246433214,2.25E-08,,2.593917095,1.100969785,20,-20,0,0
3,1.046870248,-0.448206651,0,,1.646120522,0.541053651,,,0,0
3,1.045135672,-3.16004254,0,,-0.724805977,0.226888221,,,0,0
2,1.04998999,0.216654819,2.11E-06,,2.693232444,1.335301034,40,-40,0,0
3,1.047977832,-1.771275575,0,,0,0,,,0,0
2,1.049370486,-0.118986162,0.500000928,,0.625682149,0.333969338,20,-20,0,0
2,1.047234039,-2.689120107,0.479999996,,2.152450749,0.723474852,10,-10,0,0
2,1.027433349,-3.562021735,5.75999796,,6.428605183,2.139080068,30,-30,0,0
2,1.038449446,-1.849724323,11.4166201,,2.33819979,0.921239204,40,-40,0,0
2,1.027477025,-3.837093657,5.619999362,,2.390595439,1.003464915,40,-40,0,0
2,1.02298494,-3.893780953,0.829999375,,0.735759726,0.414275551,10,-10,0,0
2,1.020685569,-2.635265007,7.899999077,,1.680542077,0.552367469,10,-10,0,0
2,1.032828971,-3.16805223,8.00999607,,2.414202515,0.994833894,40,-40,0,0
2,1.034322336,-12.83911725,0.249999997,,3.394980636,1.115876173,10,-10,0,0
3,1.032513168,-12.70718686,0,,12.00607824,4.002853016,,,0,0
2,1.049980833,1.804922778,1.26E-06,,0,0,20,-20,0,0
3,1.028567793,-8.798534491,0,,2.701887609,0.888067511,,,0,0
3,1.041487411,-3.734804393,0,,0,0,,,0,0
2,1.049999955,1.924295467,15.80000179,,-4.240152587,9.35E-19,40,-40,0,0
2,1.029765461,-5.602312213,12.02999939,,15.8132176,5.28207617,50,-50,0,0
2,1.042833363,-9.009390928,0.829999837,,1.345544042,0.442258939,20,-20,0,0
2,1.024720853,-3.635642602,2.199999394,,2.44922564,0.805021538,30,-30,0,0
2,1.041136171,-2.978317352,8.409997403,,0.350244721,0.837513989,20,-20,0,0
2,1.031577056,-11.48794082,2.299999882,,10.29277402,3.391438805,10,-10,0,0
3,1.049030107,-0.013036519,0,,0,0,,,0,0
2,1.000059996,-0.000208459,27.73021444,,2.10067775,0.690459387,70,-70,0,0
2,1.028496128,-3.993702249,10.96999884,,18.54778735,6.427282603,30,-30,0,0
2,1.035091887,-3.646687174,0.569998747,,3.400296473,1.146455822,20,-20,0,0
3,1.026260622,-3.909668776,0,,1.526488351,0.501732458,,,0,0
3,1.013466465,-4.11423764,0,,18.36586692,6.283803119,,,0,0
2,1.019454939,-4.103508842,1.119999362,,3.275877548,1.076728881,10,-10,0,0
3,1.040318441,-4.978848344,0,,5.156270672,1.733642186,,,0,0
3,1.049999958,0.227064608,0,,0,0,,,0,0
3,1.049999959,1.924295455,0,,0,0,,,0,0
2,1.049980694,1.80492324,0,,0,0,50,-50,1,1
2,1.049999773,-0.017692766,0,,0,0,50,-50,1,1
2,1.042833361,-9.00939092,0,,0,0,50,-50,1,1
2,1.038843223,-12.72698734,0,,0,0,50,-50,1,1
2,1.031577052,-11.48794079,0,,0,0,50,-50,1,1
2,1.031577055,-11.48794081,0,,0,0,50,-50,1,1
2,1.031577057,-11.48794082,0,,0,0,50,-50,1,1
2,1.035091886,-3.646687172,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.041128191,-1.040957219,0,,0,0,,,0,0
2,1.043654709,-0.830628446,1.279766142,,1.911873483,0.628402425,10,-10,0,0
2,1.044862562,-0.240567409,2.13E-08,,2.098269728,0.950115884,20,-20,0,0
3,1.046590256,2.443085799,0,,1.593034383,0.523605081,,,0,0
3,1.043257297,-0.343625718,0,,-0.848733752,0.219571247,,,0,0
2,1.049991515,3.19090078,9.34E-07,,2.016701526,1.157609842,40,-40,0,0
3,1.047331887,1.219545872,0,,0,0,,,0,0
2,1.049293049,2.829628987,0.500000345,,0.55368422,0.32319908,20,-20,0,0
2,1.046292702,0.305776191,0.479999996,,1.781486427,0.605909514,10,-10,0,0
2,1.0232564,-1.829065894,5.75999486,,5.486307626,1.832126874,30,-30,0,0
2,1.029401762,-1.155058783,8.631075952,,1.937543025,0.803070989,40,-40,0,0
2,1.023468262,-1.990317663,5.619998486,,2.234743484,0.971103932,40,-40,0,0
2,1.018843196,-2.434670463,0.829998987,,0.650834065,0.400915478,10,-10,0,0
2,1.016998908,-1.412718037,7.899998077,,1.626345868,0.534554036,10,-10,0,0
2,1.02852083,-1.329047933,8.009911796,,2.161877114,0.924680584,40,-40,0,0
2,1.029115169,-9.844866071,0.249999997,,3.285495084,1.079890012,10,-10,0,0
3,1.028296284,-9.587820847,0,,10.30091325,3.451261096,,,0,0
2,1.049963573,4.660436544,5.86E-07,,0,0,20,-20,0,0
3,1.023010595,-6.553479474,0,,2.614753782,0.859428007,,,0,0
3,1.037538417,-1.722458625,0,,0,0,,,0,0
2,1.04999993,4.778827484,15.80000085,,-4.084651807,3.61E-19,40,-40,0,0
2,1.023835513,-3.775465099,12.02999916,,13.47488694,4.538107114,50,-50,0,0
2,1.038028765,-6.203828694,0.829999777,,1.302151267,0.427996424,20,-20,0,0
2,1.020291903,-2.154610481,2.199998933,,2.286806482,0.751636942,30,-30,0,0
2,1.036033262,-1.358769864,3.162235072,,-0.213874854,0.718002445,20,-20,0,0
2,1.025600189,-8.817470352,2.299999856,,9.179761566,3.026811957,10,-10,0,0
3,1.048368142,2.766999236,0,,0,0,,,0,0
2,1.000045735,-0.000158912,18.45178951,,2.032932485,0.668192595,70,-70,0,0
2,1.024580884,-2.023814879,10.96999711,,15.60679521,5.481142012,30,-30,0,0
2,1.026999916,-2.502967692,0.569998389,,3.261139011,1.109483491,20,-20,0,0
3,1.022209978,-2.145059338,0,,1.477260259,0.485551966,,,0,0
3,1.010754915,-2.868130377,0,,15.30710694,5.322927883,,,0,0
2,1.015655334,-2.781327856,1.119999063,,2.951472238,0.970102011,10,-10,0,0
3,1.037421797,-2.527738637,0,,4.27749839,1.451818901,,,0,0
3,1.049999907,3.200372987,0,,0,0,,,0,0
3,1.049999934,4.778827472,0,,0,0,,,0,0
2,1.049963533,4.660436677,0,,0,0,50,-50,1,1
2,1.049423196,2.76192976,0,,0,0,50,-50,1,1
2,1.038028764,-6.20382869,0,,0,0,50,-50,1,1
2,1.033618732,-9.604537771,0,,0,0,50,-50,1,1
2,1.025600187,-8.817470337,0,,0,0,50,-50,1,1
2,1.025600189,-8.817470349,0,,0,0,50,-50,1,1
2,1.02560019,-8.817470357,0,,0,0,50,-50,1,1
2,1.026999915,-2.50296769,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.038329931,-1.494766264,0,,0,0,,,0,0
2,1.041095805,-1.495029613,0.213065884,,1.874475582,0.616110329,10,-10,0,0
2,1.043743976,-0.273368264,7.04E-09,,1.711210614,0.816590049,20,-20,0,0
3,1.046175786,2.543754812,0,,1.561873251,0.513362912,,,0,0
3,1.041438267,-0.555710028,0,,-0.788715246,0.215276244,,,0,0
2,1.049992958,3.311847377,2.59E-07,,1.434337469,1.008293928,40,-40,0,0
3,1.04665144,1.222565851,0,,0,0,,,0,0
2,1.049143214,2.950110532,0.500000093,,0.50410971,0.316877026,20,-20,0,0
2,1.045409688,0.220625692,0.479999999,,1.442750434,0.497217315,10,-10,0,0
2,1.019783433,-1.957496671,5.75998582,,4.700168412,1.572470223,30,-30,0,0
2,1.023257846,-1.834273917,6.496892808,,1.634027631,0.707640293,40,-40,0,0
2,1.020109062,-2.082187865,5.619997299,,2.174652599,0.952108298,40,-40,0,0
2,1.015996987,-2.368610204,0.82999898,,0.616232716,0.393073224,10,-10,0,0
2,1.014215035,-1.580087061,5.247204268,,1.594533135,0.524097697,10,-10,0,0
2,1.024134103,-1.954329309,3.676070644,,1.938476157,0.839982593,40,-40,0,0
2,1.025077953,-9.052407101,0.249999999,,3.221227955,1.058766428,10,-10,0,0
3,1.024843029,-8.783529352,0,,8.82617904,2.967097545,,,0,0
2,1.049930258,4.727397611,1.64E-07,,0,0,20,-20,0,0
3,1.019191183,-6.074112958,0,,2.563606933,0.842616851,,,0,0
3,1.033841791,-2.146482282,0,,0,0,,,0,0
2,1.04999998,4.844458454,15.80000024,,-3.879356719,-1.40E-19,40,-40,0,0
2,1.019851883,-3.550101309,12.02999958,,11.43347293,3.883490856,50,-50,0,0
2,1.033697755,-5.802145663,0.829999905,,1.27668006,0.419624443,20,-20,0,0
2,1.017089903,-2.181290554,2.199998936,,2.096094972,0.6889531,30,-30,0,0
2,1.031431793,-2.028266235,0.438641678,,-0.406969518,0.618509726,20,-20,0,0
2,1.021524743,-8.079024987,2.299999941,,8.228991299,2.714692715,10,-10,0,0
3,1.047503881,2.821649885,0,,0,0,,,0,0
2,1.000039355,-0.000136741,18.01000254,,1.993166565,0.655122169,70,-70,0,0
2,1.021031452,-2.18199177,10.96999693,,13.53894012,4.782613009,30,-30,0,0
2,1.021557783,-2.825159162,0.569999271,,3.176212113,1.087781033,20,-20,0,0
3,1.018979622,-2.202166368,0,,1.448363769,0.476054149,,,0,0
3,1.009129414,-2.644880903,0,,13.07222925,4.607129106,,,0,0
2,1.013317421,-2.596724621,1.119999054,,2.510983648,0.825320413,10,-10,0,0
3,1.034728496,-2.564043001,0,,3.489330332,1.194278771,,,0,0
3,1.049999886,3.320742835,0,,0,0,,,0,0
3,1.049999983,4.844458441,0,,0,0,,,0,0
2,1.049930256,4.72739762,0,,0,0,50,-50,1,1
2,1.04843668,2.817164141,0,,0,0,50,-50,1,1
2,1.033697755,-5.802145662,0,,0,0,50,-50,1,1
2,1.029222031,-8.797329392,0,,0,0,50,-50,1,1
2,1.021524742,-8.079024983,0,,0,0,50,-50,1,1
2,1.021524743,-8.079024987,0,,0,0,50,-50,1,1
2,1.021524743,-8.079024988,0,,0,0,50,-50,1,1
2,1.021557783,-2.825159161,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.037017727,-0.956341446,0,,0,0,,,0,0
2,1.040121094,-0.912679903,4.66E-07,,1.833866227,0.60276268,10,-10,0,0
2,1.043281006,0.513428827,5.90E-09,,1.451664102,0.701204978,20,-20,0,0
3,1.046017596,3.415421179,0,,1.528036232,0.502241222,,,0,0
3,1.040548517,0.079650046,0,,-0.569445516,0.210612417,,,0,0
2,1.049993635,4.210331089,1.80E-07,,1.019391599,0.881493257,40,-40,0,0
3,1.046429832,2.079507383,0,,0,0,,,0,0
2,1.049082302,3.841596715,0.500000063,,0.473995292,0.310012081,20,-20,0,0
2,1.045172285,1.081768441,0.479999999,,1.157146977,0.403087418,10,-10,0,0
2,1.01727647,-2.067047091,4.925644556,,4.039464907,1.353185058,30,-30,0,0
2,1.019437996,-2.019485045,5.231308301,,1.416287532,0.627708927,40,-40,0,0
2,1.017856453,-2.065151953,5.240005596,,2.149199807,0.931481461,40,-40,0,0
2,1.01396717,-2.305049973,0.829997704,,0.610792367,0.384557536,10,-10,0,0
2,1.012035818,-1.838607344,1.179087247,,1.55998856,0.512743444,10,-10,0,0
2,1.021460584,-2.131960623,0.510611737,,1.754000804,0.754707904,40,-40,0,0
2,1.022944655,-7.873709743,0.249999999,,3.151442042,1.035828908,10,-10,0,0
3,1.02337047,-7.522241611,0,,7.579390623,2.550580262,,,0,0
2,1.049915896,5.571426647,1.14E-07,,0,0,20,-20,0,0
3,1.01678156,-5.430118385,0,,2.508067973,0.824362078,,,0,0
3,1.032138303,-1.717659221,0,,0,0,,,0,0
2,1.049999965,5.687451647,15.80000017,,-3.713245589,-3.60E-20,40,-40,0,0
2,1.017147281,-3.216950224,12.02999949,,9.713701532,3.320985056,50,-50,0,0
2,1.031637021,-4.798693703,0.829999884,,1.249021576,0.410533539,20,-20,0,0
2,1.014731988,-2.218807334,2.199998338,,1.903682317,0.625710119,30,-30,0,0
2,1.029179657,-1.817656067,1.65E-06,,-0.288932189,0.53500745,20,-20,0,0
2,1.018959038,-7.118700738,2.299999938,,7.399942685,2.441599687,10,-10,0,0
3,1.047123509,3.646134443,0,,0,0,,,0,0
2,1.000034799,-0.000120913,18.01000165,,1.949985843,0.640929352,70,-70,0,0
2,1.018750724,-2.153516552,10.96998216,,12.01325055,4.230395664,30,-30,0,0
2,1.018124599,-2.80263345,0.569999219,,3.102870875,1.064214929,20,-20,0,0
3,1.016786274,-2.174119115,0,,1.416985863,0.46574073,,,0,0
3,1.008014107,-2.458637139,0,,11.35756695,4.041175752,,,0,0
2,1.011664289,-2.438408971,1.11999732,,2.071148636,0.680753636,10,-10,0,0
3,1.03367642,-1.84399177,0,,2.827779581,0.972280419,,,0,0
3,1.049999837,4.218737351,0,,0,0,,,0,0
3,1.049999968,5.687451634,0,,0,0,,,0,0
2,1.049915894,5.571426652,0,,0,0,50,-50,1,1
2,1.047996729,3.641933686,0,,0,0,50,-50,1,1
2,1.031637021,-4.798693702,0,,0,0,50,-50,1,1
2,1.026997299,-7.533687677,0,,0,0,50,-50,1,1
2,1.018959037,-7.118700735,0,,0,0,50,-50,1,1
2,1.018959038,-7.118700737,0,,0,0,50,-50,1,1
2,1.018959038,-7.118700739,0,,0,0,50,-50,1,1
2,1.018124599,-2.80263345,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.036577964,-0.998658817,0,,0,0,,,0,0
2,1.039746016,-0.938751965,1.36E-05,,1.830343987,0.601604976,10,-10,0,0
2,1.042936566,0.426322134,1.28E-07,,1.447154659,0.659785373,20,-20,0,0
3,1.04591299,3.426080198,0,,1.525101389,0.501276585,,,0,0
3,1.04006793,-0.054557066,0,,-0.308276059,0.210207901,,,0,0
2,1.049970782,4.20938293,3.92E-06,,1.005630691,0.838997403,40,-40,0,0
3,1.046266087,2.061372978,0,,0,0,,,0,0
2,1.048998498,3.843757152,0.500001376,,0.487115048,0.309416652,20,-20,0,0
